,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct,year
29125,52172594,10/13/2021 07:59:00 AM,10/18/2021 03:40:37 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11205.0,985 BEDFORD AVENUE,BEDFORD AVENUE,DEKALB AVENUE,KOSCIUSZKO STREET,DEKALB AVENUE,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 07:21:43 PM,03 BROOKLYN,3017780003.0,BROOKLYN,996646.0,190811.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69040020886731,-73.95530085535728,"(40.69040020886731, -73.95530085535728)",17212.0,69.0,2.0,49.0,51.0,51.0,2021
29133,52161775,10/12/2021 09:38:16 PM,10/15/2021 01:43:06 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10461.0,2817 DUDLEY AVENUE,DUDLEY AVENUE,EAST TREMONT AVENUE,WILLIAM PLACE,EAST TREMONT AVENUE,WILLIAM PLACE,ADDRESS,BRONX,DUDLEY AVENUE,,Closed,,The Department of Sanitation removed the items.,10/13/2021 01:40:49 PM,10 BRONX,2053750091.0,BRONX,1029727.0,245166.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83948218353099,-73.83564541962127,"(40.83948218353099, -73.83564541962127)",11270.0,43.0,5.0,12.0,28.0,28.0,2021
29136,52164246,10/12/2021 08:41:59 PM,10/20/2021 03:41:09 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11229.0,1702 AVENUE W,AVENUE W,EAST   17 STREET,EAST   18 STREET,EAST   17 STREET,EAST   18 STREET,ADDRESS,BROOKLYN,AVENUE W,,Closed,,The Department of Sanitation removed the items.,10/15/2021 03:33:54 AM,15 BROOKLYN,3074020001.0,BROOKLYN,997164.0,155887.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.594540614269576,-73.9534998331055,"(40.594540614269576, -73.9534998331055)",13512.0,32.0,2.0,15.0,36.0,36.0,2021
29143,52159008,10/12/2021 07:26:00 PM,10/18/2021 03:40:38 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11205.0,985 BEDFORD AVENUE,BEDFORD AVENUE,DEKALB AVENUE,KOSCIUSZKO STREET,DEKALB AVENUE,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 07:21:43 PM,03 BROOKLYN,3017780003.0,BROOKLYN,996646.0,190811.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69040020886731,-73.95530085535728,"(40.69040020886731, -73.95530085535728)",17212.0,69.0,2.0,49.0,51.0,51.0,2021
29149,52159003,10/12/2021 06:19:24 PM,10/20/2021 05:04:15 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11215.0,96 10 STREET,10 STREET,DEAD END,2 AVENUE,DEAD END,2 AVENUE,ADDRESS,BROOKLYN,10 STREET,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 03:05:43 AM,06 BROOKLYN,3010070118.0,BROOKLYN,985789.0,184201.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.672265808192215,-73.99445197835868,"(40.672265808192215, -73.99445197835868)",17617.0,14.0,2.0,27.0,50.0,50.0,2021
29151,52164580,10/12/2021 06:09:26 PM,10/18/2021 03:40:42 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11205.0,981 BEDFORD AVENUE,BEDFORD AVENUE,DEKALB AVENUE,KOSCIUSZKO STREET,DEKALB AVENUE,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 07:20:08 PM,03 BROOKLYN,3017780005.0,BROOKLYN,996640.0,190853.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69051549757922,-73.95532241370687,"(40.69051549757922, -73.95532241370687)",17212.0,69.0,2.0,49.0,51.0,51.0,2021
29153,52160438,10/12/2021 06:04:00 PM,10/18/2021 03:40:27 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11205.0,BEDFORD AVENUE,BEDFORD AVENUE,BEDFORD AVENUE,DEKALB AVENUE,BEDFORD AVENUE,DEKALB AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 07:22:36 PM,03 BROOKLYN,,BROOKLYN,996615.0,190996.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.690908034538765,-73.95541229970084,"(40.690908034538765, -73.95541229970084)",17212.0,69.0,2.0,49.0,51.0,51.0,2021
29154,52160439,10/12/2021 05:44:00 PM,10/18/2021 03:40:36 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11205.0,985 BEDFORD AVENUE,BEDFORD AVENUE,DEKALB AVENUE,KOSCIUSZKO STREET,DEKALB AVENUE,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 07:21:41 PM,03 BROOKLYN,3017780003.0,BROOKLYN,996646.0,190811.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69040020886731,-73.95530085535728,"(40.69040020886731, -73.95530085535728)",17212.0,69.0,2.0,49.0,51.0,51.0,2021
29155,52157671,10/12/2021 05:30:00 PM,10/18/2021 03:40:35 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11205.0,985 BEDFORD AVENUE,BEDFORD AVENUE,DEKALB AVENUE,KOSCIUSZKO STREET,DEKALB AVENUE,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 07:21:41 PM,03 BROOKLYN,3017780003.0,BROOKLYN,996646.0,190811.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69040020886731,-73.95530085535728,"(40.69040020886731, -73.95530085535728)",17212.0,69.0,2.0,49.0,51.0,51.0,2021
29159,52156305,10/12/2021 04:18:40 PM,10/18/2021 03:40:40 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11205.0,BEDFORD AVENUE,BEDFORD AVENUE,BEDFORD AVENUE,KOSCIUSKO STREET,BEDFORD AVENUE,KOSCIUSKO STREET,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 07:23:01 PM,03 BROOKLYN,,BROOKLYN,996656.0,190729.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.690175123768846,-73.9552649470384,"(40.690175123768846, -73.9552649470384)",17212.0,69.0,2.0,49.0,51.0,51.0,2021
29169,52158895,10/12/2021 02:50:01 PM,10/18/2021 03:40:26 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11205.0,BEDFORD AVENUE,BEDFORD AVENUE,BEDFORD AVENUE,DEKALB AVENUE,BEDFORD AVENUE,DEKALB AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 07:21:50 PM,03 BROOKLYN,,BROOKLYN,996615.0,190996.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.690908034538765,-73.95541229970084,"(40.690908034538765, -73.95541229970084)",17212.0,69.0,2.0,49.0,51.0,51.0,2021
29170,52161610,10/12/2021 02:44:28 PM,10/16/2021 06:40:32 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10003.0,2 AVENUE,2 AVENUE,2 AVENUE,EAST   10 STREET,2 AVENUE,EAST   10 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/15/2021 06:15:32 AM,03 MANHATTAN,,MANHATTAN,987906.0,205154.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72977626532991,-73.98680891976119,"(40.72977626532991, -73.98680891976119)",11724.0,70.0,4.0,50.0,5.0,5.0,2021
29171,52156295,10/12/2021 02:43:44 PM,10/18/2021 03:40:34 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11205.0,985 BEDFORD AVENUE,BEDFORD AVENUE,DEKALB AVENUE,KOSCIUSZKO STREET,DEKALB AVENUE,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 07:20:56 PM,03 BROOKLYN,3017780003.0,BROOKLYN,996646.0,190811.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69040020886731,-73.95530085535728,"(40.69040020886731, -73.95530085535728)",17212.0,69.0,2.0,49.0,51.0,51.0,2021
29174,52164376,10/12/2021 02:04:49 PM,10/14/2021 02:49:50 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11229.0,2315 EAST   17 STREET,EAST   17 STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,EAST   17 STREET,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 05:47:03 AM,15 BROOKLYN,3074020069.0,BROOKLYN,997172.0,155547.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.59360737109671,-73.95347167733935,"(40.59360737109671, -73.95347167733935)",13512.0,32.0,2.0,15.0,36.0,36.0,2021
29180,52160128,10/12/2021 01:48:26 PM,10/15/2021 07:01:29 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11358.0,32-01 UTOPIA PARKWAY,UTOPIA PARKWAY,32 AVENUE,33 AVENUE,32 AVENUE,33 AVENUE,ADDRESS,FLUSHING,UTOPIA PARKWAY,,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",10/14/2021 09:44:34 AM,11 QUEENS,4049400001.0,QUEENS,1041732.0,219342.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76853262044969,-73.79248040602282,"(40.76853262044969, -73.79248040602282)",14193.0,26.0,3.0,20.0,69.0,69.0,2021
29185,52165765,10/12/2021 11:11:30 AM,10/14/2021 02:49:43 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11229.0,AVENUE W,AVENUE W,AVENUE W,EAST   17 STREET,AVENUE W,EAST   17 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 05:45:27 AM,15 BROOKLYN,,BROOKLYN,997120.0,155883.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.5945296990768,-73.95365827397288,"(40.5945296990768, -73.95365827397288)",13512.0,32.0,2.0,15.0,36.0,36.0,2021
29195,52164581,10/12/2021 09:22:58 AM,10/18/2021 03:40:22 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11205.0,983 BEDFORD AVENUE,BEDFORD AVENUE,DEKALB AVENUE,KOSCIUSZKO STREET,DEKALB AVENUE,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 07:18:54 PM,03 BROOKLYN,3017780004.0,BROOKLYN,996643.0,190832.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.690457853223975,-73.95531163452276,"(40.690457853223975, -73.95531163452276)",17212.0,69.0,2.0,49.0,51.0,51.0,2021
29196,52156003,10/12/2021 09:16:21 AM,10/12/2021 03:24:03 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11234.0,AVENUE U,AVENUE U,AVENUE U,EAST   72 STREET,AVENUE U,EAST   72 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,10/12/2021 11:46:13 AM,18 BROOKLYN,,BROOKLYN,1010143.0,165281.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62029679290149,-73.90672962734641,"(40.62029679290149, -73.90672962734641)",13825.0,5.0,2.0,8.0,38.0,38.0,2021
29197,52165646,10/12/2021 09:10:47 AM,10/14/2021 02:49:10 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11235.0,2649 EAST   28 STREET,EAST   28 STREET,AVENUE Z,VOORHIES AVENUE,AVENUE Z,VOORHIES AVENUE,ADDRESS,BROOKLYN,EAST   28 STREET,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 05:40:01 AM,15 BROOKLYN,3074730059.0,BROOKLYN,1000488.0,153593.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.58823857870523,-73.94153643526965,"(40.58823857870523, -73.94153643526965)",13826.0,32.0,2.0,15.0,36.0,36.0,2021
29202,52161504,10/12/2021 07:44:10 AM,10/12/2021 03:23:51 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11234.0,7203 AVENUE U,AVENUE U,EAST   72 STREET,EAST   73 STREET,EAST   72 STREET,EAST   73 STREET,ADDRESS,BROOKLYN,AVENUE U,,Closed,,The Department of Sanitation cleaned the location.,10/12/2021 11:49:02 AM,18 BROOKLYN,3084130009.0,BROOKLYN,1010174.0,165311.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62037904595334,-73.90661784569653,"(40.62037904595334, -73.90661784569653)",13825.0,5.0,2.0,8.0,38.0,38.0,2021
29203,52165835,10/12/2021 07:34:20 AM,10/23/2021 12:24:33 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11385.0,78-14 80 STREET,80 STREET,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,RIDGEWOOD,80 STREET,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 06:13:47 AM,05 QUEENS,4038290108.0,QUEENS,1020697.0,196143.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.704968925917136,-73.86854579656185,"(40.704968925917136, -73.86854579656185)",15310.0,54.0,3.0,34.0,62.0,62.0,2021
29205,52164363,10/12/2021 07:31:58 AM,10/19/2021 12:55:24 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11104.0,50-40 39 STREET,39 STREET,50 AVENUE,HUNTERS POINT AVENUE,50 AVENUE,HUNTERS POINT AVENUE,ADDRESS,SUNNYSIDE,39 STREET,,Closed,,The Department of Sanitation removed the items.,10/12/2021 03:16:10 PM,02 QUEENS,4002120039.0,QUEENS,1004355.0,208004.0,PHONE,Unspecified,QUEENS,,,,,,,,40.73757671819367,-73.92745138248013,"(40.737576718193665, -73.92745138248013)",16858.0,53.0,3.0,33.0,66.0,66.0,2021
29206,52163075,10/12/2021 07:31:55 AM,10/12/2021 03:23:35 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11234.0,7215 AVENUE U,AVENUE U,EAST   72 STREET,EAST   73 STREET,EAST   72 STREET,EAST   73 STREET,ADDRESS,BROOKLYN,AVENUE U,,Closed,,The Department of Sanitation cleaned the location.,10/12/2021 11:49:53 AM,18 BROOKLYN,3084130005.0,BROOKLYN,1010191.0,165325.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.62041742325626,-73.90655655538559,"(40.620417423256264, -73.90655655538559)",13825.0,5.0,2.0,8.0,38.0,38.0,2021
29227,52148610,10/11/2021 03:09:15 PM,10/23/2021 12:24:20 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11385.0,78 AVENUE,78 AVENUE,78 AVENUE,80 STREET,78 AVENUE,80 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,10/13/2021 06:16:40 AM,05 QUEENS,,QUEENS,1020680.0,196291.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.70537522061179,-73.8686063100684,"(40.70537522061179, -73.8686063100684)",15310.0,54.0,3.0,34.0,62.0,62.0,2021
29231,52152947,10/11/2021 02:31:22 PM,11/04/2021 09:40:57 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11421.0,87-80 94 STREET,94 STREET,JAMAICA AVENUE,89 AVENUE,JAMAICA AVENUE,89 AVENUE,ADDRESS,WOODHAVEN,94 STREET,,Closed,,The Department of Sanitation cleaned the location.,10/25/2021 12:35:24 PM,09 QUEENS,4089340048.0,QUEENS,1025538.0,191956.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69345534055469,-73.85111135380086,"(40.69345534055469, -73.85111135380086)",24017.0,46.0,3.0,41.0,60.0,60.0,2021
29233,52152807,10/11/2021 01:20:01 PM,10/15/2021 11:31:05 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10314.0,FOREST HILL ROAD,FOREST HILL ROAD,FOREST HILL ROAD,ROCKLAND AVENUE,FOREST HILL ROAD,ROCKLAND AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,10/12/2021 01:01:19 PM,02 STATEN ISLAND,,STATEN ISLAND,943745.0,153739.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.58856164580301,-74.14583563639147,"(40.588561645803004, -74.14583563639147)",10693.0,30.0,1.0,14.0,75.0,75.0,2021
29234,52148593,10/11/2021 01:15:55 PM,10/12/2021 11:09:40 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11215.0,279 22 STREET,22 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,22 STREET,,Closed,,The Department of Sanitation cleaned the location.,10/12/2021 03:58:00 AM,07 BROOKLYN,3008970050.0,BROOKLYN,986298.0,179719.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65996361112185,-73.99261841916844,"(40.65996361112185, -73.99261841916844)",17617.0,9.0,2.0,7.0,45.0,45.0,2021
29239,52152813,10/11/2021 11:26:00 AM,10/19/2021 12:54:42 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11104.0,50-41 39 STREET,39 STREET,50 AVENUE,HUNTERS POINT AVENUE,50 AVENUE,HUNTERS POINT AVENUE,ADDRESS,SUNNYSIDE,39 STREET,,Closed,,The Department of Sanitation removed the items.,10/12/2021 03:25:23 PM,02 QUEENS,4002100013.0,QUEENS,1004361.0,208003.0,PHONE,Unspecified,QUEENS,,,,,,,,40.73757395980073,-73.92742973456156,"(40.73757395980073, -73.92742973456156)",16861.0,53.0,3.0,33.0,66.0,66.0,2021
29268,52143975,10/10/2021 11:11:11 AM,10/19/2021 12:55:01 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11104.0,50-37 39 STREET,39 STREET,50 AVENUE,HUNTERS POINT AVENUE,50 AVENUE,HUNTERS POINT AVENUE,ADDRESS,SUNNYSIDE,39 STREET,,Closed,,The Department of Sanitation removed the items.,10/12/2021 03:23:00 PM,02 QUEENS,4002100114.0,QUEENS,1004363.0,208021.0,PHONE,Unspecified,QUEENS,,,,,,,,40.73762336078073,-73.92742246377678,"(40.73762336078073, -73.92742246377678)",16861.0,53.0,3.0,33.0,66.0,66.0,2021
29278,52143007,10/10/2021 08:33:58 AM,10/12/2021 03:16:43 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11229.0,1886 GERRITSEN AVENUE,GERRITSEN AVENUE,BROWN STREET,FILLMORE AVENUE,BROWN STREET,FILLMORE AVENUE,ADDRESS,BROOKLYN,GERRITSEN AVENUE,,Closed,,The Department of Sanitation removed the items.,10/12/2021 03:29:57 AM,15 BROOKLYN,3068380006.0,BROOKLYN,1000722.0,160350.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60678474298805,-73.94067746264183,"(40.60678474298805, -73.94067746264183)",13512.0,32.0,2.0,8.0,36.0,36.0,2021
29287,52133801,10/09/2021 03:31:40 PM,10/16/2021 04:27:29 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10304.0,CROMWELL AVENUE,CROMWELL AVENUE,CROMWELL AVENUE,RICHMOND ROAD,CROMWELL AVENUE,RICHMOND ROAD,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/12/2021 01:46:52 PM,02 STATEN ISLAND,,STATEN ISLAND,956248.0,155212.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.592653049714016,-74.10082554538602,"(40.592653049714016, -74.10082554538602)",10691.0,30.0,1.0,14.0,76.0,76.0,2021
29289,52138440,10/09/2021 03:10:00 PM,10/15/2021 05:13:56 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10304.0,FOREST ROAD,FOREST ROAD,FOREST ROAD,RICHMOND ROAD,FOREST ROAD,RICHMOND ROAD,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/12/2021 01:49:45 PM,02 STATEN ISLAND,,STATEN ISLAND,956248.0,155212.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.592653049714016,-74.10082554538602,"(40.592653049714016, -74.10082554538602)",10691.0,30.0,1.0,14.0,76.0,76.0,2021
29293,52132605,10/09/2021 02:46:50 PM,10/15/2021 05:13:55 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10304.0,FOREST ROAD,FOREST ROAD,FOREST ROAD,RICHMOND ROAD,FOREST ROAD,RICHMOND ROAD,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/12/2021 01:48:44 PM,02 STATEN ISLAND,,STATEN ISLAND,956248.0,155212.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.592653049714016,-74.10082554538602,"(40.592653049714016, -74.10082554538602)",10691.0,30.0,1.0,14.0,76.0,76.0,2021
29294,52131433,10/09/2021 02:34:18 PM,10/15/2021 05:14:10 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10304.0,1481 RICHMOND ROAD,RICHMOND ROAD,DELAWARE STREET,NORDEN STREET,DELAWARE STREET,NORDEN STREET,ADDRESS,STATEN ISLAND,RICHMOND ROAD,,Closed,,The Department of Sanitation removed the items.,10/12/2021 01:51:01 PM,02 STATEN ISLAND,5008690368.0,STATEN ISLAND,956326.0,155421.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.593226958462125,-74.10054555830571,"(40.593226958462125, -74.10054555830571)",10691.0,30.0,1.0,14.0,76.0,76.0,2021
29298,52139542,10/09/2021 12:56:38 PM,10/19/2021 12:54:41 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11104.0,50-41 39 STREET,39 STREET,50 AVENUE,HUNTERS POINT AVENUE,50 AVENUE,HUNTERS POINT AVENUE,ADDRESS,SUNNYSIDE,39 STREET,,Closed,,The Department of Sanitation removed the items.,10/12/2021 03:24:19 PM,02 QUEENS,4002100013.0,QUEENS,1004361.0,208003.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.73757395980073,-73.92742973456156,"(40.73757395980073, -73.92742973456156)",16861.0,53.0,3.0,33.0,66.0,66.0,2021
29304,52131437,10/09/2021 09:41:31 AM,10/16/2021 04:28:31 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10306.0,100 CODDINGTON AVENUE,CODDINGTON AVENUE,CLAWSON STREET,HYLAN BOULEVARD,CLAWSON STREET,HYLAN BOULEVARD,ADDRESS,STATEN ISLAND,CODDINGTON AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/12/2021 01:39:54 PM,02 STATEN ISLAND,5042220052.0,STATEN ISLAND,953261.0,147154.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.57052551163374,-74.11154374557827,"(40.57052551163374, -74.11154374557827)",10693.0,30.0,1.0,14.0,76.0,76.0,2021
29360,52116063,10/07/2021 05:04:31 PM,10/08/2021 01:25:44 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11385.0,66 PLACE,66 PLACE,66 PLACE,COOPER AVENUE,66 PLACE,COOPER AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,10/08/2021 06:32:43 AM,05 QUEENS,,QUEENS,1015647.0,194262.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69982538613521,-73.88676849123539,"(40.69982538613521, -73.88676849123539)",15310.0,54.0,3.0,34.0,62.0,62.0,2021
29391,52109286,10/07/2021 07:25:46 AM,10/08/2021 01:36:48 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11235.0,3964 NOSTRAND AVENUE,NOSTRAND AVENUE,VOORHIES AVENUE,SHORE PARKWAY,VOORHIES AVENUE,SHORE PARKWAY,ADDRESS,BROOKLYN,NOSTRAND AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/08/2021 09:46:25 AM,15 BROOKLYN,3087910211.0,BROOKLYN,1001119.0,152999.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.58660698908754,-73.93926605590235,"(40.58660698908754, -73.93926605590235)",13826.0,32.0,2.0,15.0,36.0,36.0,2021
29396,52114672,10/07/2021 06:52:29 AM,10/09/2021 10:19:43 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11365.0,180-19 69 AVENUE,69 AVENUE,180 STREET,181 STREET,180 STREET,181 STREET,ADDRESS,FRESH MEADOWS,69 AVENUE,,Closed,,The Department of Sanitation removed the items.,10/07/2021 01:39:59 PM,08 QUEENS,4071090032.0,QUEENS,1042325.0,206586.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.73351684919045,-73.79044974914022,"(40.73351684919045, -73.79044974914022)",14507.0,25.0,3.0,24.0,65.0,65.0,2021
29404,52102833,10/06/2021 05:07:52 PM,10/08/2021 01:25:13 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11385.0,COOPER AVENUE,COOPER AVENUE,66 STREET,66 PLACE,66 STREET,66 PLACE,BLOCKFACE,,,,Closed,,The Department of Sanitation cleaned the location.,10/08/2021 06:32:00 AM,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,,2021
29418,52103708,10/06/2021 10:59:16 AM,10/09/2021 11:52:27 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11420.0,111 AVENUE,111 AVENUE,111 AVENUE,135 STREET,111 AVENUE,135 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,10/07/2021 11:14:08 AM,10 QUEENS,,QUEENS,1037497.0,188639.0,PHONE,Unspecified,QUEENS,,,,,,,,40.6842870877076,-73.80801234552392,"(40.684287087707595, -73.80801234552392)",24016.0,62.0,3.0,46.0,64.0,64.0,2021
29421,52106954,10/06/2021 09:51:14 AM,10/07/2021 02:28:59 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11231.0,151 HAMILTON AVENUE,HAMILTON AVENUE,HICKS STREET,BROOKLYN QUEENS EXPWY ET   26 WB,HICKS STREET,BROOKLYN QUEENS EXPWY ET   26 WB,ADDRESS,BROOKLYN,HAMILTON AVENUE,,Closed,,The Department of Sanitation cleaned the location.,10/06/2021 12:46:34 PM,06 BROOKLYN,3003670012.0,BROOKLYN,983108.0,186985.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67990732052999,-74.00411732729768,"(40.679907320529985, -74.00411732729768)",13514.0,14.0,2.0,27.0,48.0,48.0,2021
